QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,SAMP_UN,SAMP_UN_,RTELECT,RTELECT_,RTGAS,RTGAS_,RTWATER,RTWATER_,RTHEAT,RTHEAT_,RTTRASH,RTTRASH_,RTASPAY,RTASPAY_,RTCOMPX,RTCOMPX_,RTBSNSZ,RTBSNSZ_,JRTPAYQV,JRTP_YQV,QRT3MCMX,RTTELEPH,QRT3_CMX,RTTE_EPH,RTTVCABL,RTTV_ABL,RTINTRNT,RTIN_RNT,RTFUNSH,RTFUNSH_,GOVTCOST,GOVT_OST,INCLBDS,INCLBDS_,INCLDRYR,INCL_RYR,INCLFRIG,INCL_RIG,INCLPDS,INCLPDS_,INCLSTOV,INCL_TOV,INCLWSHR,INCL_SHR,PUBLHOUS,PUBL_OUS,OWNED,OWNED_,RTPARK,RTPARK_
20241,05426783,17,0,1,1,D,2,D,2,D,2,D,2,D,1,D,1,D,1388,D,,A,3768,D,396,2,D,D,2,D,2,D,2,D,1,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05426803,16,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1800,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D
20241,05426903,13,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,4500,2,D,D,2,D,2,D,2,D,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,C,2,D,1,D
20241,05426933,9,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,681,2,D,D,2,D,2,D,2,D,,A,1,D,1,D,1,D,2,D,1,D,1,D,1,D,2,D,2,D
20241,05427003,12,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,3720,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05427013,22,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,4950,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05427113,31,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4080,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05427213,28,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4005,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05427283,11,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,5700,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05427343,10,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1506,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05427433,33,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,6600,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05427453,11,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,6300,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05427573,13,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3000,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05427733,12,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,1500,2,D,D,2,D,1,D,1,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05427773,11,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,2550,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05427783,15,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3219,2,D,D,2,D,2,D,2,D,,A,2,D,1,D,1,D,2,D,1,D,1,D,1,D,2,D,2,D
20241,05427883,8,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,4950,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05427924,15,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3900,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05427953,17,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,8208,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,1,D,1,D,2,D,2,D,1,D
20241,05428003,19,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2325,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05428033,8,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,4950,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05428093,15,0,1,1,D,2,D,2,D,1,D,2,D,2,D,2,D,,A,,A,,A,300,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05428173,33,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,2650,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05428173,34,0,1,2,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,6363,2,D,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,B,,A,1,D
20241,05428213,27,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,1,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,,A
20241,05428303,11,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,6300,2,D,D,2,D,1,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05428403,11,0,1,1,D,1,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,13145,2,T,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05428543,30,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,6300,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05428613,8,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,13145,2,T,D,1,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05428623,21,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,5655,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05428693,23,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3660,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05428743,7,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2127,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05428813,22,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,4089,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05428833,25,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,2031,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05428893,10,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,2738,2,F,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05428973,31,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,9423,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05429043,10,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2013,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05429073,9,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,1815,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05429093,17,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3270,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05429153,23,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4185,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05429243,21,0,1,1,D,2,D,2,D,2,D,1,D,1,D,2,D,,A,,A,,A,3600,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05429313,17,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,3600,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05429333,9,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3000,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05429513,12,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,1635,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05429543,8,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,4350,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05429583,14,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,7350,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05429713,19,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,13145,2,T,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05429743,14,0,1,1,D,1,D,2,D,1,D,1,D,2,D,2,D,,A,,A,,A,720,2,D,D,2,D,2,D,2,D,1,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05429793,22,0,1,1,D,1,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,2850,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05429893,8,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,5100,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05429993,10,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,1905,2,D,D,2,D,2,D,2,D,1,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05430043,23,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,5850,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05430053,11,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2985,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05430063,12,0,1,1,D,2,D,2,D,1,D,2,D,2,D,2,D,,A,,A,,A,5685,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05430083,35,0,1,2,D,1,D,1,D,2,D,1,D,2,D,2,D,,A,,A,,A,6000,2,D,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,B,1,D,1,D
20241,05430273,6,0,1,1,D,1,D,1,D,1,D,2,D,1,D,2,D,,A,,A,,A,150,2,D,D,2,D,2,D,2,D,,A,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,1,D
20241,05430283,15,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4500,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05430323,20,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,7500,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05430363,7,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2483,2,F,D,2,D,2,D,2,D,1,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05430423,26,0,1,1,D,,A,,A,,A,,A,,A,1,D,800,F,,A,1500,F,,,A,A,,A,,A,,A,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,,A
20241,05430483,11,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2232,2,F,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05430523,6,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,13145,1,T,D,1,D,1,D,1,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05430533,9,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3057,2,F,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05430604,15,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2700,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05430623,19,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,3465,2,D,D,2,D,2,D,2,D,1,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05430643,18,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,,A
20241,05430733,14,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3000,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05430953,16,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3000,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05431024,9,0,1,1,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,,A
20241,05431303,26,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,4200,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05431513,41,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,4875,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05431743,8,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,4500,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05431763,12,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2250,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05431803,14,0,1,1,D,2,D,1,D,1,D,2,D,1,D,2,D,,A,0.25,D,,A,1689,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05431953,7,0,1,1,D,1,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,750,2,D,D,2,D,2,D,2,D,,A,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,1,D
20241,05432013,21,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,3300,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05432023,14,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,3160,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05432173,55,0,1,2,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3600,2,D,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,B,1,D,2,D
20241,05432243,14,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2105,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05432243,15,0,1,2,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2705,2,D,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,B,,A,1,D
20241,05432333,6,0,1,1,D,1,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,2700,1,D,D,1,D,2,D,1,D,,A,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,2,D
20241,05432363,26,0,1,2,D,1,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,2200,2,D,D,2,D,1,D,1,D,,A,,A,,A,,A,,A,,A,,A,,B,1,D,2,D
20241,05432423,6,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,4500,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05432493,23,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,5186,2,F,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05432533,13,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,4650,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05432634,25,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,9300,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05432793,16,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3567,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05432863,8,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,5220,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05432903,16,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,3300,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05432943,15,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,2226,2,D,D,2,D,2,D,2,D,,A,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,1,D
20241,05432973,10,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,3912,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05433223,14,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,4140,2,D,D,2,D,2,D,2,D,,A,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,1,D
20241,05433393,9,0,1,1,D,1,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,3747,2,D,D,2,D,2,D,2,D,,A,2,D,2,D,1,D,1,D,1,D,2,D,1,D,2,D,1,D
20241,05433573,36,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,7185,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05433593,29,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,2700,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D
20241,05433633,18,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3000,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D,2,D
20241,05434033,12,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,6000,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05434093,11,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4050,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05434133,26,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,4539,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05434153,10,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,1064,2,D,D,2,D,2,D,2,D,1,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05434203,28,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,13145,2,T,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05434233,7,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,2355,2,D,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,1,D,1,D,2,D,2,D,2,D,1,D
20241,05434253,21,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,4380,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05434313,17,0,1,1,D,2,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,4488,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05434363,12,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,7800,2,D,D,2,D,1,D,2,D,2,D,1,D,1,D,1,D,1,D,1,D,1,D,2,D,2,D,2,D
20241,05434403,16,0,1,2,D,,A,,A,,A,,A,,A,2,D,,A,,A,,A,,,A,A,,A,,A,,A,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,,A,,A
20241,05434443,26,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,6100,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05434573,23,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,2925,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05434673,10,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3000,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05434683,6,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,1950,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05434693,28,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,3405,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,2,D
20241,05434803,8,0,1,1,D,2,D,2,D,1,D,1,D,1,D,2,D,,A,,A,,A,546,2,D,D,2,D,2,D,2,D,,A,2,D,2,D,1,D,2,D,1,D,2,D,1,D,2,D,1,D
20241,05434843,12,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,2550,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05434863,24,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,0.01,D,,A,13145,2,T,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05434883,12,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,4800,2,D,D,2,D,1,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05434993,41,0,1,2,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,6300,2,D,D,2,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,B,1,D,2,D
20241,05435003,6,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,6000,1,D,D,1,D,1,D,1,D,2,D,2,D,1,D,1,D,2,D,2,D,1,D,2,D,2,D,1,D
20241,05435063,28,0,1,1,D,2,D,2,D,1,D,2,D,1,D,2,D,,A,,A,,A,1200,2,D,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05435213,9,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,300,2,D,D,2,D,2,D,2,D,2,D,2,D,1,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05435243,16,0,1,1,D,1,D,1,D,1,D,1,D,1,D,2,D,,A,,A,,A,8040,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,1,D
20241,05435323,38,0,1,1,D,2,D,2,D,2,D,2,D,2,D,2,D,,A,,A,,A,13145,2,T,D,2,D,2,D,2,D,2,D,1,D,1,D,1,D,2,D,1,D,1,D,2,D,2,D,1,D
20241,05435343,17,0,1,1,D,2,D,2,D,2,D,2,D,1,D,2,D,,A,,A,,A,1995,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
20241,05435683,34,0,1,1,D,2,D,1,D,1,D,2,D,1,D,2,D,,A,,A,,A,2124,2,D,D,2,D,2,D,2,D,2,D,2,D,2,D,1,D,2,D,1,D,2,D,2,D,2,D,2,D
